timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-25T18:48:47,codecarbon,2974026d-2cc7-4580-a2be-ff10adfc7e80,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0486094000516459,2.566463850192228e-07,5.279768619784325e-06,42.5,0.0,5.878872871398926,5.472394457481439e-07,0,5.1972502542084e-09,5.524366960023523e-07,United States,USA,florida,,,Windows-11-10.0.26100-SP0,3.13.1,2.8.3,18,Intel(R) Core(TM) Ultra 5 125H,,,-82.386,29.6138,15.676994323730469,machine,N,1.0
2025-01-25T18:50:39,codecarbon,54a08621-567c-40df-a215-dfcba9fec141,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.1205003999639302,6.726314499386571e-07,5.58198520619017e-06,42.5,0.0,5.878872871398926,1.3759363184767102e-06,0,7.191690495190611e-08,1.4478532234286162e-06,United States,USA,florida,,,Windows-11-10.0.26100-SP0,3.13.1,2.8.3,18,Intel(R) Core(TM) Ultra 5 125H,,,-82.386,29.6138,15.676994323730469,machine,N,1.0
2025-01-25T18:51:47,codecarbon,409a5c65-41ed-4550-bd94-d709c7a2253c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.2490490999771282,1.4789452598854104e-06,5.938368217436768e-06,42.5,0.0,5.878872871398926,2.9046979170945834e-06,0,2.7876259756741587e-07,3.1834605146619992e-06,United States,USA,florida,,,Windows-11-10.0.26100-SP0,3.13.1,2.8.3,18,Intel(R) Core(TM) Ultra 5 125H,,,-82.386,29.6138,15.676994323730469,machine,N,1.0
